,Company,TypeName,Inches,Memory,Gpu,OperatingSystem,Weight,Price,ScreenWidth,ScreenHeight,CpuManufacturer,CpuSpeed,CpuModel,PrimaryStorageAmount,PrimaryStorageType,SecondaryStorageAmount,SecondaryStorageType
1077,Other,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,3.78,133146.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1078,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,28771.2,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
1079,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 7,2.31,50083.2,1920,1080,Intel,2.3,Core i5,500.0,HDD,0.0,None
1080,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 515,Windows 10,0.99,74538.72,2560,1440,Intel,1.2,Core M,512.0,SSD,0.0,None
1081,Lenovo,Gaming,17.3,32,Other,Windows 10,4.6,172627.19999999998,1920,1080,Intel,2.7,Core i7,512.0,SSD,1000.0,Hybrid
1082,Lenovo,2 in 1 Convertible,10.1,4,Intel HD Graphics 400,Windows 10,0.69,34433.2656,1920,1200,Intel,1.44,Other,64.0,Flash Storage,0.0,None
1083,HP,Ultrabook,13.3,16,Intel HD Graphics 620,Windows 10,1.3,109170.72,3840,2160,Intel,2.7,Core i7,512.0,SSD,0.0,None
1084,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.18,39960.0,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1085,HP,Notebook,14.0,4,Intel HD Graphics 520,Windows 7,1.54,54931.14719999999,1920,1080,Intel,2.3,Core i5,500.0,HDD,0.0,None
1086,HP,Other,15.6,8,Other,Windows 7,1.9,79653.59999999999,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1087,Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows 7,1.7,63882.72,1920,1080,Intel,2.3,Core i5,180.0,SSD,0.0,None
1088,HP,Notebook,13.3,4,Intel HD Graphics 515,Chrome OS,1.29,32767.2,3200,1800,Intel,1.5,Other,32.0,Flash Storage,0.0,None
1089,Acer,Notebook,15.6,4,Other,Windows 10,2.4,20619.36,1366,768,AMD,2.2,Other,500.0,HDD,0.0,None
1090,Dell,Notebook,15.6,4,Intel HD Graphics,Linux,2.2,20965.1472,1366,768,Intel,1.6,Pentium Quad,500.0,HDD,0.0,None
1091,HP,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.86,18434.3472,1366,768,Intel,2,Core i3,1000.0,HDD,0.0,None
1092,Asus,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows 10,2.7,85194.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1093,Dell,Ultrabook,13.3,4,AMD Radeon 530,Windows 10,1.4,43601.688,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
1094,HP,Other,12.5,4,Intel HD Graphics 520,Windows 7,2.4,85194.72,1366,768,Intel,2.3,Core i5,128.0,SSD,0.0,None
1095,Acer,Notebook,15.6,8,Other,Windows 10,2.4,42570.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,1000.0,HDD
1096,Dell,Notebook,15.6,8,Other,Windows 10,2.36,34035.264,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
1097,Other,Gaming,17.3,8,Other,Windows 10,2.6,85194.72,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
1098,HP,Notebook,15.6,4,Other,Windows 10,1.96,26640.0,1366,768,Intel,1.6,Pentium Quad,1000.0,HDD,0.0,None
1099,Asus,Gaming,17.3,16,Other,Windows 10,4.3,122490.72,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1100,Dell,Ultrabook,12.5,4,Intel HD Graphics 520,Windows 7,1.5,60480.792,1366,768,Intel,2.3,Core i3,500.0,HDD,0.0,None
1101,Dell,Ultrabook,12.5,4,Intel HD Graphics 520,Windows 7,1.5,62176.1616,1366,768,Intel,2.3,Core i3,128.0,SSD,0.0,None
1102,Acer,Notebook,15.6,4,Intel HD Graphics,Chrome OS,2.20,11135.52,1366,768,Intel,1.5,Celeron Dual,16.0,SSD,0.0,None
1103,HP,Other,17.3,8,Other,Windows 7,3.0,154458.72,1920,1080,Intel,2.6,Core i7,1000.0,HDD,0.0,None
1104,Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,63882.72,1920,1080,Intel,2.8,Core i7,512.0,SSD,0.0,None
1105,Dell,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 7,1.5,75289.968,1366,768,Intel,2.3,Core i5,256.0,SSD,0.0,None
1106,Other,Gaming,17.3,8,Other,Windows 10,2.9,80516.20319999999,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1107,Lenovo,2 in 1 Convertible,15.6,4,Intel HD Graphics 520,Windows 10,2.1,46193.76,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1108,HP,Notebook,15.6,4,Other,Windows 10,2.1,21205.44,1920,1080,AMD,2.5,Other,1000.0,HDD,0.0,None
1109,Asus,Gaming,15.6,16,Other,Windows 10,2.59,71341.92,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1110,HP,Notebook,13.3,8,Intel HD Graphics 515,Windows 10,1.16,90522.72,3200,1800,Intel,1.1,Core M,256.0,SSD,0.0,None
1111,Dell,Notebook,15.6,4,Other,Windows 7,2.24,40980.312,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
1112,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,22857.12,1366,768,Intel,2.0,Core i3,128.0,SSD,0.0,None
1113,HP,Ultrabook,13.3,8,Intel HD Graphics 520,Windows 10,1.16,104908.32,1920,1080,Intel,2.5,Core i7,512.0,SSD,0.0,None
1114,Lenovo,2 in 1 Convertible,10.1,4,Intel HD Graphics 400,Other,0.69,29250.72,1920,1200,Intel,1.44,Other,64.0,Flash Storage,0.0,None
1115,Dell,Ultrabook,13.3,8,Other,Windows 10,1.23,73473.12,1920,1080,Intel,2.4,Core i7,256.0,SSD,0.0,None
1116,Lenovo,Gaming,17.3,16,Other,Windows 10,4.6,146519.46719999998,1920,1080,Intel,2.7,Core i7,256.0,SSD,1000.0,Hybrid
1117,Other,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 10,1.25,54825.12,3840,2160,Intel,2.5,Core i7,256.0,SSD,0.0,None
1118,Other,Ultrabook,13.3,16,Intel HD Graphics 620,Windows 10,1.05,118601.28,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
1119,Asus,Gaming,17.3,8,Other,Windows 10,3.52,69929.4672,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1120,Other,Notebook,13.3,4,Intel HD Graphics 400,Windows 10,1.35,10442.88,1920,1080,Intel,1.44,Other,32.0,Flash Storage,0.0,None
1121,HP,Notebook,13.3,8,Intel HD Graphics 520,Windows 10,1.16,90043.2,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1122,HP,Notebook,14.0,8,Intel HD Graphics 520,Windows 7,1.43,80612.64,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1123,Dell,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.09,27899.0064,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
1124,Asus,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2,23176.8,1366,768,Intel,2.4,Core i3,1000.0,HDD,0.0,None
1125,Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 520,Windows 10,1.8,88924.31999999999,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1126,Lenovo,2 in 1 Convertible,10.1,4,Intel HD Graphics 400,Windows 10,0.69,25521.12,1920,1200,Intel,1.44,Other,64.0,Flash Storage,0.0,None
1127,HP,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 7,1.26,100965.6,1366,768,Intel,2.4,Core i5,256.0,SSD,0.0,None
1128,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,No OS,2.4,52693.92,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
1129,HP,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows 10,3.35,60153.12,1920,1080,Intel,2.3,Core i5,128.0,SSD,1000.0,HDD
1130,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.04,33513.119999999995,1366,768,Intel,2.7,Core i7,2000.0,HDD,0.0,None
1131,Lenovo,2 in 1 Convertible,14.0,8,Other,Windows 7,1.8,109244.2464,1920,1080,Intel,2.6,Core i7,512.0,SSD,0.0,None
1132,Asus,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.5,14811.84,1366,768,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
1133,HP,Ultrabook,15.6,8,Intel HD Graphics 620,Windows 10,1.84,40066.56,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1134,Acer,Notebook,15.6,4,Nvidia GeForce 940MX,Windows 10,2.23,32820.48,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
1135,Lenovo,Notebook,15.6,16,Other,Windows 10,2.5,58554.72,1920,1080,Intel,2.5,Core i7,1000.0,Hybrid,0.0,None
1136,HP,Other,17.3,8,Other,Windows 7,3,210424.032,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
1137,Dell,Notebook,15.6,8,Other,Windows 10,2.5,41771.52,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
1138,Other,Gaming,17.3,16,Other,Windows 10,3.78,127818.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,1000.0,HDD
1139,HP,Ultrabook,15.6,8,Intel HD Graphics 520,Windows 7,1.88,115709.2416,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1140,Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 520,Windows 10,2.8,130003.2,2560,1440,Intel,2.6,Core i7,512.0,SSD,0.0,None
1141,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.4,60888.384,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
1142,HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows 10,1.48,86793.12,1920,1080,Intel,2.4,Core i5,256.0,SSD,0.0,None
1143,HP,Other,15.6,8,Other,Windows 7,2.59,118761.12,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
1144,HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows 10,1.48,95850.72,2560,1440,Intel,2.6,Core i7,256.0,SSD,0.0,None
1145,HP,Other,15.6,8,Other,Windows 7,2.0,101178.72,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
1146,HP,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 7,1.26,122381.49599999998,1920,1080,Intel,2.50,Core i7,256.0,SSD,0.0,None
1147,Dell,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.18,53807.472,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1148,HP,Notebook,15.6,8,Intel HD Graphics 520,Windows 7,1.88,84129.12,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1149,Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 520,Windows 10,1.27,124621.92,2560,1440,Intel,2.5,Core i7,256.0,SSD,0.0,None
1150,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.9,18061.92,1366,768,Intel,2.0,Core i3,1000.0,HDD,0.0,None
1151,HP,Notebook,15.6,4,Other,Windows 10,1.86,15824.16,1366,768,AMD,1.8,Other,500.0,HDD,0.0,None
1152,Lenovo,Notebook,15.6,8,Other,No OS,2.32,31914.72,1920,1080,Intel,2.3,Core i5,1000.0,HDD,0.0,None
1153,Dell,Gaming,15.6,8,Other,Windows 10,2.62,63882.72,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
1154,Dell,Notebook,15.6,8,Other,Windows 10,2.04,119916.2304,3840,2160,Intel,2.3,Core i5,256.0,SSD,0.0,None
1155,HP,Notebook,15.6,4,AMD Radeon 520,Windows 10,1.91,25515.2592,1920,1080,AMD,2.5,Other,256.0,SSD,0.0,None
1156,Other,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,79536.38399999999,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1157,Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,Windows 7,1.4,122490.72,1920,1080,Intel,2.6,Core i7,512.0,SSD,0.0,None
1158,Lenovo,Notebook,15.6,8,Other,Windows 10,2.5,42010.7472,1920,1080,Intel,2.3,Core i5,1000.0,Hybrid,0.0,None
1159,HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows 10,1.48,108744.48,2560,1440,Intel,2.6,Core i7,512.0,SSD,0.0,None
1160,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 7,1.7,79866.72,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
1161,Other,Gaming,14.0,16,Other,Windows 10,1.7,94252.32,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
1162,HP,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.62,47898.72,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
1163,Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.2,24455.52,1366,768,Intel,2.0,Core i3,1000.0,HDD,0.0,None
1164,HP,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.1,25414.0272,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
1165,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,79813.44,3840,2160,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
1166,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.95,74059.2,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1167,Lenovo,Notebook,15.6,4,Other,Windows 10,2.2,24935.04,1920,1080,Intel,2,Core i3,1000.0,HDD,0.0,None
1168,HP,Notebook,14.0,2,Intel HD Graphics 400,Windows 10,1.44,13266.72,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
1169,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,44701.92,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
1170,HP,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,1.96,36177.12,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1171,HP,Notebook,15.6,16,Intel UHD Graphics 620,Windows 10,2.1,61751.52,1920,1080,Intel,1.8,Core i7,512.0,SSD,0.0,None
1172,Asus,Notebook,15.6,4,Intel HD Graphics,Windows 10,2.2,19660.32,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1173,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.1,21205.44,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
1174,Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,No OS,2.2,37775.52,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
1175,Asus,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,2,40972.32,1920,1080,Intel,2.4,Core i3,256.0,SSD,0.0,None
1176,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 7,2.32,43956.0,1920,1080,Intel,2.5,Core i7,1000.0,Hybrid,0.0,None
1177,Lenovo,Gaming,15.6,16,Other,Windows 10,3.31,69530.4,1920,1080,Intel,2.6,Core i7,512.0,SSD,0.0,None
1178,Other,Gaming,15.6,16,Other,Windows 10,1.91,114731.5536,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1179,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.07,34632.0,1366,768,Intel,2.3,Core i3,500.0,HDD,0.0,None
1180,Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 520,Windows 10,1.36,87219.36,2560,1440,Intel,2.3,Core i5,256.0,SSD,0.0,None
1181,Lenovo,Ultrabook,15.6,6,Other,Windows 10,1.54,44275.68,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1182,Dell,Notebook,15.6,8,Other,Linux,1.98,47686.1328,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1183,Acer,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,2.1,17742.239999999998,1366,768,Intel,2,Celeron Dual,500.0,HDD,0.0,None
1184,HP,Notebook,15.6,6,Other,Windows 10,2.18,42570.72,1920,1080,Intel,2.6,Core i7,1000.0,HDD,0.0,None
1185,Asus,Gaming,15.6,8,Other,Windows 10,2.591,48431.52,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
1186,Dell,2 in 1 Convertible,15.6,16,Intel HD Graphics 620,Windows 10,2.09,62817.12,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
1187,Acer,Notebook,15.6,4,Nvidia GeForce 940MX,Windows 10,2.23,36816.48,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1188,Dell,Ultrabook,13.3,8,Intel HD Graphics 520,Linux,1.23,58554.72,3200,1800,Intel,2.4,Core i5,256.0,SSD,0.0,None
1189,Acer,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.2,138474.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1190,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.4,43636.32,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
1192,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,1.86,25840.8,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
1193,Other,Ultrabook,12.0,8,Other,Other,0.920,61964.64,2304,1440,Intel,1.1,Core M,256.0,Flash Storage,0.0,None
1194,Dell,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.6,63882.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1195,HP,Notebook,15.6,12,Nvidia GeForce GTX 1050,Windows 10,2.21,70702.56,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
1196,Lenovo,Notebook,15.6,4,AMD Radeon R5 M430,No OS,1.9,19607.04,1366,768,Intel,2,Core i3,1000.0,HDD,0.0,None
1197,Asus,Gaming,17.3,16,Other,Windows 10,4.3,114552.0,1920,1080,Intel,2.6,Core i7,512.0,SSD,1000.0,HDD
1198,Acer,Notebook,15.6,4,Intel HD Graphics 500,Linux,2.1,14492.16,1366,768,Intel,2,Celeron Dual,1000.0,HDD,0.0,None
1199,Other,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.43,109165.392,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1200,Dell,Notebook,15.6,4,Other,Windows 10,2.3,26586.72,1366,768,Intel,2.0,Core i3,128.0,SSD,0.0,None
1201,Lenovo,Notebook,15.6,8,Other,No OS,2.2,33513.119999999995,1366,768,Intel,2.5,Core i7,500.0,HDD,0.0,None
1202,Dell,2 in 1 Convertible,15.6,16,Intel UHD Graphics 620,Windows 10,2,68464.8,1920,1080,Intel,1.8,Core i7,512.0,SSD,0.0,None
1203,Dell,Ultrabook,13.3,16,Intel HD Graphics 620,Windows 10,1.2,142790.4,3200,1800,Intel,2.7,Core i7,512.0,SSD,0.0,None
1204,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.2,62284.32,1920,1080,Intel,2.6,Core i7,1000.0,HDD,0.0,None
1205,Dell,Notebook,15.6,8,Other,Windows 10,2.36,47365.92,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1206,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.91,30849.12,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
1207,Lenovo,Notebook,15.6,4,Other,Windows 10,2.2,15930.72,1366,768,AMD,2.2,Other,500.0,HDD,0.0,None
1208,Acer,Notebook,17.3,8,Nvidia GeForce 940MX,Windows 10,3.3,33513.119999999995,1600,900,Intel,2.0,Core i3,1000.0,HDD,0.0,None
1209,Asus,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2.2,130482.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1210,Other,Ultrabook,12.0,8,Intel HD Graphics 515,Other,0.920,68145.12,2304,1440,Intel,1.2,Core M,512.0,Flash Storage,0.0,None
1211,Asus,Notebook,15.6,16,Nvidia GeForce GTX 1060,Windows 10,2.2,93186.72,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
1212,Other,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.43,103842.1872,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
1213,Dell,2 in 1 Convertible,15.6,8,Intel HD Graphics 620,Windows 10,2.191,53226.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1214,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.9,103842.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1215,Acer,Other,11.6,2,Intel HD Graphics,Chrome OS,1.3,9270.72,1366,768,Intel,1.5,Celeron Dual,32.0,SSD,0.0,None
1216,Acer,Notebook,17.3,4,Nvidia GeForce 940MX,Windows 10,3.3,31861.44,1600,900,Intel,2,Core i3,1000.0,HDD,0.0,None
1217,Lenovo,Notebook,17.3,8,Intel HD Graphics 620,No OS,2.8,28717.92,1600,900,Intel,2.5,Core i5,1000.0,HDD,0.0,None
1218,Lenovo,Gaming,15.6,8,Other,Windows 10,2.6,67772.16,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1219,Acer,2 in 1 Convertible,14.0,8,Other,Windows 10,1.2,61218.72,1920,1080,Intel,1.3,Core i7,256.0,SSD,0.0,None
1220,Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.3,81465.12,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
1221,Other,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.2,78647.1408,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1222,HP,Notebook,15.6,6,AMD Radeon 530,Windows 10,2.1,28185.12,1920,1080,AMD,2.7,Other,1000.0,HDD,0.0,None
1223,Dell,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 7,1.26,91288.3536,1920,1080,Intel,2.4,Core i5,256.0,SSD,0.0,None
1224,Dell,2 in 1 Convertible,15.0,4,Intel HD Graphics 620,Windows 10,2.08,27119.52,1920,1080,Intel,2.4,Core i3,500.0,HDD,0.0,None
1225,Asus,Notebook,15.6,4,Other,Windows 10,2.65,16463.52,1366,768,Intel,1.6,Pentium Quad,1000.0,HDD,0.0,None
1226,Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.29,78694.56,3200,1800,Intel,2.7,Core i7,256.0,SSD,0.0,None
1227,Dell,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.18,27804.7008,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
1228,Lenovo,Gaming,15.6,16,Other,Windows 10,2.6,54825.12,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1229,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,61218.72,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
1230,Lenovo,Other,12.5,16,Intel HD Graphics 520,Windows 10,1.3,87912.0,1920,1080,Intel,2.50,Core i7,512.0,SSD,0.0,None
1231,Other,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows 10,1.95,186426.72,1920,1080,Intel,2.8,Core i7,1000.0,SSD,0.0,None
1232,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.3,24988.8528,1366,768,Intel,2.4,Core i3,1000.0,HDD,0.0,None
1233,Other,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.7,85141.44,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1234,Other,Ultrabook,11.6,4,Other,Other,1.08,51095.52,1366,768,Intel,1.6,Core i5,256.0,Flash Storage,0.0,None
1235,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,25467.84,1920,1080,Intel,2,Core i3,1000.0,HDD,0.0,None
1236,HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 7,1.54,117119.5632,2560,1440,Intel,2.5,Core i7,256.0,SSD,0.0,None
1237,Dell,Notebook,15.6,4,Intel HD Graphics 520,Windows 7,2.24,39267.36,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
1238,Other,Gaming,15.6,8,Other,Windows 10,2.3,62284.32,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1239,Lenovo,Notebook,13.3,16,Intel HD Graphics 620,Windows 10,1.4,79866.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
1240,Lenovo,Notebook,15.6,6,AMD Radeon 530,Windows 10,2.2,31838.5296,1920,1080,AMD,3.6,Other,256.0,SSD,0.0,None
1241,Asus,Ultrabook,13.3,8,Intel HD Graphics 520,Windows 10,1.45,68198.4,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1242,Acer,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.4,19276.704,1366,768,Intel,2.0,Core i3,500.0,HDD,0.0,None
1243,Dell,2 in 1 Convertible,17.3,16,Nvidia GeForce 940MX,Windows 10,2.77,95850.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
1244,HP,Notebook,14.0,4,Intel HD Graphics 520,Windows 7,1.54,58607.46719999999,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1245,Asus,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,85248.0,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
1246,Dell,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.6,46620.0,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
1247,Asus,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2.34,123876.0,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
1248,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,No OS,2.3,30529.44,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1249,Dell,2 in 1 Convertible,13.3,8,Other,Windows 10,1.24,96596.64,3200,1800,Intel,1.2,Core i5,256.0,SSD,0.0,None
1250,Dell,Notebook,15.6,4,Intel HD Graphics,Linux,2.2,17262.72,1366,768,Intel,1.6,Pentium Quad,500.0,HDD,0.0,None
1251,HP,Notebook,15.6,4,Other,Windows 10,1.86,21258.72,1366,768,AMD,2.5,Other,500.0,HDD,0.0,None
1252,Lenovo,Notebook,15.6,6,Other,Windows 10,2.4,30316.32,1920,1080,Intel,2.3,Core i3,128.0,SSD,0.0,None
1253,Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.9,57116.16,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1254,Dell,Notebook,15.6,4,Intel HD Graphics,Windows 10,2.2,23655.7872,1366,768,Intel,1.6,Pentium Quad,500.0,HDD,0.0,None
1255,Asus,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,2,18061.92,1366,768,Intel,1.1,Celeron Dual,1000.0,HDD,0.0,None
